cos2_sigma0,emp_ratio_d2
2.9704753412305466e-05,0.011469305178829327
0.08528306962525273,0.02562668870699081
0.02613258984155946,0.05046325207066968
0.03645351511442308,7.23285963845078e-05
0.2832466263200133,0.12339991432149613
0.009293242088330139,0.0069523920120486355
0.12129977863883729,0.14402428790693364
0.2117133805260331,0.07131027102317623
0.3777980343450952,0.43711953943903903
0.0357806993257721,0.1017230993434382
0.04060594687892223,0.06943870459669556
0.010963462066735158,0.0031894237794501015
0.3690218039972141,0.4523738725313067
0.043289819932661594,0.11444410480789656
0.22719878570811275,0.36369761551765084
0.026658409908861903,0.09136119286875583
0.294323858099314,0.21974471753642946
0.010162388488887382,0.07967739389795941
0.09509767376473678,0.08556989099745477
0.06347937996653458,0.0946706456484966
0.0035860976388339253,0.04389245440483184
0.04344527380006364,0.04634555990458801
0.40863798978270155,0.4158610525198803
0.1568229299832407,0.08305020172699507
0.00458428561079303,0.017933923706601008
0.24969717047207837,0.34070967473093533
0.6065788055190848,0.5555860842142951
0.014073183839248566,0.022484976604767126
0.007876825112088148,0.0001163984200725223
0.039013115918268323,0.016202819909290324
0.05012090208307082,0.016655207068660173
0.0071371010236023534,0.034033290338516965
0.5068704118632753,0.4494807013638787
0.4244729717659505,0.25428947486623127
0.1264197608353501,0.06672474020353174
0.5704651957845269,0.646074491874014
0.43293384934491463,0.267606375776067
0.13904329971393567,0.056937439142211714
0.16362442788333867,0.05227587999026054
0.0008647523286176373,0.035434374864196864
0.18765575906689888,0.08176248204663628
0.22470373527641452,0.22799018956803627
0.01831300238456682,0.0760522908126216
0.2484520347362493,0.16795302925256483
0.46850969681438415,0.5679752346833407
0.09001948246750069,0.0480744303410313
0.16968614068827015,0.05472720662628277
0.0009752838106336689,0.008820098822044986
0.1000228704559823,0.08405809282192216
0.033765303004112034,0.06037837380988697
0.0012311416705817792,0.0015983564944670545
0.10805678752720162,0.24954738961808903
0.13332499351567423,0.19684628978100477
0.0007467445622178964,0.004623389455694807
