fpr_target,tpr_best_singleton,tpr_fisher,tpr_xgb,extra_cases_fisher_sample,extra_cases_xgb_over_fisher_sample,rmb_gain_fisher_sample,rmb_gain_xgb_over_fisher_sample
0.01,0.031423290203327174,0.04251386321626617,0.08687615526802218,5.999999999999997,24.000000000000004,17999999.999999993,72000000.00000001
0.05,0.14417744916820702,0.16820702402957485,0.2532347504621072,13.0,46.0,39000000.0,138000000.0
