rho0,rho1,sigma_eps,n_pos,n_neg,seed,d2_fisher,d2_best_single,amp_analytical,auc_r,auc_c,auc_opt,auc_fix,amp_opt,amp_fix,tpr_fpr_opt,tpr_fpr_fix
0.2,0.0,0.5,200000,200000,2024,5.603399570614538,3.6885245901639343,1.914874980450604,0.9126285126,0.864521055225,0.95622761815,0.9556399097,0.04359910555000002,0.043011397100000015,0.77435,0.77209
0.2,0.0,0.5,200000,200000,7,5.603399570614538,3.6885245901639343,1.914874980450604,0.91262089895,0.86555536945,0.956470936575,0.955831467925,0.04385003762500006,0.043210568974999974,0.7755,0.772995
0.2,0.3,0.0,200000,200000,42,10.416666666666666,6.25,4.166666666666666,0.9618807894,0.96121980755,0.987421930575,0.98541272275,0.02554114117500006,0.023531933350000034,0.936415,0.92593
0.2,0.3,0.0,200000,200000,2024,10.416666666666666,6.25,4.166666666666666,0.96131618165,0.96111881705,0.9872933351,0.985185594,0.025977153449999957,0.023869412350000063,0.93557,0.92398
0.2,0.3,0.0,200000,200000,7,10.416666666666666,6.25,4.166666666666666,0.961550491025,0.9615757965,0.987368434125,0.9852629932,0.025792637624999948,0.02368719669999997,0.935395,0.92464
0.2,0.3,0.25,200000,200000,42,8.496247365795277,5.325443786982249,3.170803578813028,0.9491391862,0.932776166325,0.97884900795,0.9775193412,0.02970982174999992,0.028380154999999907,0.8923,0.884945
0.2,0.3,0.25,200000,200000,2024,8.496247365795277,5.325443786982249,3.170803578813028,0.9484852425,0.932548257525,0.978615931125,0.97719711365,0.030130688625000013,0.028711871149999957,0.88993,0.882335
0.2,0.3,0.25,200000,200000,7,8.496247365795277,5.325443786982249,3.170803578813028,0.9487700652,0.933235159375,0.978709397875,0.97729838005,0.02993933267500004,0.02852831485000007,0.890245,0.882775
0.2,0.3,0.5,200000,200000,42,5.603399570614538,3.6885245901639343,1.914874980450604,0.9133971741,0.864930558275,0.95152800255,0.951208736775,0.03813082845000004,0.037811562674999966,0.76191,0.760675
0.2,0.3,0.5,200000,200000,2024,5.603399570614538,3.6885245901639343,1.914874980450604,0.912607917375,0.864456113725,0.951007985975,0.950638639475,0.038400068600000004,0.038030722100000025,0.759955,0.758155
0.2,0.3,0.5,200000,200000,7,5.603399570614538,3.6885245901639343,1.914874980450604,0.91296189015,0.865486608025,0.951138542875,0.9507771298,0.03817665272500004,0.03781523965,0.760405,0.758605
0.4,0.0,0.0,200000,200000,42,8.928571428571427,6.25,2.678571428571427,0.96149946945,0.961171267925,0.9887164623,0.986608016725,0.02721699285000001,0.025108547275000004,0.94381,0.931365
0.4,0.0,0.0,200000,200000,2024,8.928571428571427,6.25,2.678571428571427,0.961249320275,0.961155841075,0.988717625175,0.9865625375,0.027468304899999962,0.025313217225000018,0.943155,0.93101
0.4,0.0,0.0,200000,200000,7,8.928571428571427,6.25,2.678571428571427,0.961347303275,0.961644927025,0.988819535825,0.986603482675,0.0271746088,0.024958555649999936,0.94407,0.93088
0.4,0.0,0.25,200000,200000,42,7.490542839536385,5.325443786982249,2.165099052554136,0.94867834285,0.93269184615,0.9802849873,0.9788243022,0.031606644450000054,0.030145959350000084,0.894255,0.88639
0.4,0.0,0.25,200000,200000,2024,7.490542839536385,5.325443786982249,2.165099052554136,0.94842860485,0.932643721875,0.980250468775,0.978749056675,0.03182186392499997,0.030320451824999983,0.893135,0.885225
0.4,0.0,0.25,200000,200000,7,7.490542839536385,5.325443786982249,2.165099052554136,0.94853079445,0.933286287075,0.9803920239,0.97883461035,0.03186122945000003,0.030303815899999975,0.89396,0.88629
0.4,0.0,0.5,200000,200000,42,5.166387140698427,3.6885245901639343,1.4778625505344931,0.912756959975,0.86478478515,0.95282224145,0.9524464133,0.0400652814750001,0.03968945332500007,0.75321,0.752615
